Distraction,Phone,Happy,Sleep
1.2443899737814736,0.9576031976009599,0,0
2.4763918963081646,2.0675656458056455,0,0
3.6961290921142824,3.326611845647175,0,0
4.903723658023524,4.73104523790628,0,0
6.099296475371082,6.122889171441551,0,0
7.282967222103975,7.654754242717702,0,0
8.454854384760928,9.171369413706797,0,0
9.615075270332973,10.67288649899298,0,0
10.763746018005994,12.159455801828031,0,0
11.900981610786372,13.484710840016863,0,0
13.026895887010886,14.652738919808574,0,0
14.141601551742028,15.667122536957264,0,0
15.135345533583484,16.530957693066995,0,0
16.01119270372603,17.24686964815181,0,0
16.771829400642662,17.817026221646863,0,0
17.419577164620456,18.243148736243562,0,0
17.956404549835433,18.526520681919813,0,0
18.38393709813073,18.667994161237893,0,0
18.703465545263693,18.667994161237893,0,0
18.91595231763871,18.667994161237893,0,0
19.02203636532107,18.667994161237893,0,0
19.02203636532107,18.667994161237893,0,0
19.02203636532107,18.667994161237893,0,0
19.02203636532107,18.667994161237893,0,0
19.02203636532107,18.667994161237893,0,0
19.02203636532107,18.667994161237893,0,0
19.02203636532107,18.667994161237893,0,0
19.12801432895575,18.667994161237893,0,0
19.339652428312167,18.667994161237893,0,0
19.656316595644867,18.667994161237893,0,0
20.077059688431255,18.667994161237893,0,0
20.600626209290876,18.667994161237893,0,0
21.225458547850387,18.667994161237893,0,0
21.94970470112396,18.667994161237893,0,0
22.771227418855382,18.667994161237893,0,0
23.68761471062171,18.667994161237893,0,0
24.696191642413613,18.667994161237893,0,0
25.694728070031847,18.667994161237893,0,0
26.683323947898206,18.667994161237893,0,0
27.662078235376253,18.667994161237893,0,0
28.63108890667724,18.667994161237893,0,0
29.590452960667392,18.667994161237893,0,0
30.540266430577606,18.667994161237893,0,0
31.480624393616473,18.667994161237893,0,0
32.41162098048757,18.667994161237893,0,0
33.33334938481205,18.667994161237893,0,0
34.2459018724574,18.667994161237893,0,0
35.14936979077335,18.667994161237893,0,0
36.043843577735814,18.667994161237893,0,0
36.92941277099983,18.667994161237893,0,0
37.80616601686234,18.667994161237893,0,0
38.674191079135795,18.667994161237893,0,0
39.53357484793337,18.667994161237893,0,0
40.38440334836678,18.667994161237893,0,0
41.22676174915741,18.667994161237893,0,0
42.06073437116185,18.667994161237893,0,0
42.88640469581244,18.667994161237893,0,0
43.70385537347388,18.667994161237893,0,0
44.513168231716584,18.667994161237893,0,0
45.31442428350769,18.667994161237893,0,0
46.02873246778833,18.667994161237893,0,0
46.658295829422535,18.667994161237893,0,0
47.20504532204833,18.667994161237893,0,0
47.6706496805285,18.667994161237893,0,0
48.0565239115296,18.667994161237893,0,0
48.36383646272392,18.667994161237893,0,0
48.593515121481296,18.667994161237893,0,0
48.74625168475345,18.667994161237893,0,0
48.8225054330687,18.667994161237893,0,0
48.8225054330687,18.667994161237893,0,0
48.8225054330687,18.667994161237893,0,0
48.8225054330687,18.667994161237893,0,0
48.89868292763563,18.667994161237893,0,0
49.05080946046329,18.667994161237893,0,0
49.278429260459475,18.667994161237893,0,0
49.580861516803765,18.667994161237893,0,0
49.95720377164929,18.667994161237893,0,0
50.4063364068067,18.667994161237893,0,0
50.92692819319261,18.667994161237893,0,0
51.517442864547526,18.809326167076655,0,0
52.176146669994964,19.09156632406867,0,0
52.90111685348289,19.51386904070387,0,0
53.618869871949826,20.074971209559337,0,0
54.32947757313812,20.633832334108543,0,0
55.033011089537204,21.190461365091416,0,0
55.72954084550409,21.744867217498587,0,0
56.41913656431284,22.29705877071417,0,0
57.101867275134,22.847044868658,0,0
57.77780131994445,23.394834319927245,0,0
58.44700636036851,23.80424013807559,0,0
59.04359297742834,24.076495462039574,0,0
59.56940114315782,24.212418966577534,0,0
60.026043580361986,24.212418966577534,0,0
60.41491400803842,24.212418966577534,0,0
60.73719423266631,24.212418966577534,0,0
60.993860135888,24.212418966577534,0,0
61.185686601066884,24.212418966577534,0,0
61.313251413551356,24.212418966577534,0,0
61.376938162137805,24.212418966577534,0,0
61.376938162137805,24.212418966577534,0,0
61.376938162137805,24.212418966577534,0,0
61.376938162137805,24.212418966577534,0,0
61.44056122397566,24.212418966577534,0,0
61.567616542088935,24.212418966577534,0,0
61.75772345874467,24.212418966577534,0,0
62.0103133641563,24.348206547610957,0,0
62.32463253005114,24.619374482722282,0,0
62.69974585692638,25.02511035277819,0,0
63.134541508920584,25.564200601793775,0,0
63.62773640415001,26.235036584476777,0,0.13999999999999999
64.17788252256818,27.03562256381228,0,0.41958014
64.7833739879528,27.963585603041683,0,0.83790279790084
65.38283771326752,29.01618728341828,0,1.3937167706352507
65.97633370538682,30.190337166762518,0,2.0853635093197203
66.56392137380955,31.482607910199597,0,2.7735589238651444
67.14565953660586,32.76201394358432,0,3.458320236413473
67.72160642630496,34.028683336646324,0,4.139664583167995
68.2918196957243,35.28274288416575,0,4.817609014822174
68.85635642374056,36.400718837503014,0,5.492170496986343
69.41527312100344,37.50867316062531,0,6.02939530591819
69.96862573559227,38.48518086913556,0,6.430905342156959
70.51646965861663,39.33323704061806,0,6.697909962377987
71.00486459435527,40.055430028455945,0,6.8312120524156095
71.43531683376003,40.653954631460046,0,6.8312120524156095
71.8091466304675,41.130623213926825,0,6.9643808403631935
72.12749495090367,41.48687485502406,0,7.09741645952283
72.39132927955939,41.723782592188876,0,7.230319043063307
72.60144852079891,41.842058809596686,0,7.363088724020244
72.75848703198064,41.96021675078709,0,7.495725635296224
72.86291781640371,41.96021675078709,0,7.628229909660927
72.9150548985873,41.96021675078709,0,7.760601679751266
72.9150548985873,41.96021675078709,0,7.892841078071515
72.9150548985873,41.96021675078709,0.10049999999999999,8.024948236993444
72.9150548985873,41.96021675078709,0.2008995,8.15692328875645
72.9150548985873,41.96021675078709,0.4013974018995,8.15692328875645
72.9150548985873,41.96021675078709,0.7013930139846098,8.15692328875645
72.9150548985873,41.96021675078709,1.0999890493813846,8.15692328875645
72.9150548985873,41.96021675078709,1.5959960975281804,8.15692328875645
72.9150548985873,41.96021675078709,2.1879385374815854,8.15692328875645
72.9150548985873,41.96021675078709,2.874061851911795,8.15692328875645
